source_row,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
173,Davidianae,E. fangii,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,0,2,1,1,5.26,2.1,16.71,5.44,3.86,3.07,4.75
174,Davidianae,E. fangii,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,0,2,1,1,6.2,2.4,14.6,5.18,3.23,3.42,4.75
175,Davidianae,E. fangii,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,0,2,1,1,6.27,1.98,14.44,4.84,3.46,3.42,4.75
176,Davidianae,E. fangii,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,0,2,1,1,4.6,2.14,14.26,5.22,4.32,3.42,4.75
177,Davidianae,E. fangii,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,0,2,1,1,4.4,1.7,14.49,5.33,3.38,3.42,4.75
178,Davidianae,E. fangii,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,0,2,1,1,6.54,2.41,16.63,4.91,4.69,3.64,4.57
179,Davidianae,E. fangii,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,0,2,1,1,6.04,2.34,15.32,4.72,3.81,3.64,4.57
180,Davidianae,E. fangii,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,0,2,1,1,4.98,1.47,15.24,4.23,4.07,3.64,4.57
181,Davidianae,E. fangii,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,0,2,1,1,4.5,1.08,15.58,4.8,4.22,3.64,4.57
182,Davidianae,E. fangii,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,0,2,1,1,7.15,2.44,17.77,5.85,3.75,3.23,4.81
183,Davidianae,E. fangii,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,0,2,1,1,7.79,2.85,17.13,5.68,4.45,3.23,4.81
184,Davidianae,E. fangii,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,0,2,1,1,5.28,1.6,17.58,5.21,3.75,3.23,4.81
185,Davidianae,E. fangii,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,0,2,1,1,4.87,1.94,17.83,5.21,4.65,3.23,4.81
186,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,16.31,3.08,8.87,2.58,3.08,9.4,12.7
187,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,17.47,3.29,9.2,2.77,2.96,9.4,12.7
188,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,17.79,3.21,8.32,2.96,3.27,9.4,12.7
189,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,16.27,3.25,8.46,3.11,3.21,9.4,12.7
190,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,15.63,3.6,7.15,3.16,3.16,8.91,13.7
191,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,16.55,3.3,7.23,2.8,3.14,8.91,13.7
192,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,15.9,2.33,7.27,2.93,3.27,8.25,10
193,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,15.57,1.97,7.07,2.85,3.09,8.25,10
194,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,17.25,2.78,7.8,2.85,2.65,9.68,10.8
195,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,16.43,2.97,7.62,2.74,2.82,9.68,10.8
196,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,15.43,2.8,7.3,2.51,2.44,8.6,11.7
197,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,13.82,2.94,7.71,2.62,2.27,8.6,11.7
198,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,14.28,2.89,5.37,2.56,2.14,9.2,10.5
199,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,13.37,2.48,6.57,2.47,2.53,9.2,10.5
200,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,14.27,2.46,7.04,3.41,3.73,8.58,9.44
201,Brachycerae,E. fargesii,"Shennongjia, Hubei",C. Zhang Zhang190,BNU,1,3,3,0,14.54,2.33,7.2,3.87,3.62,8.58,9.44
202,Davidianae,E. flavum,"Erlangshan, Sichuan",C. Zhang Zhang289,BNU,0,1,1,1,8.8,3.6,23.01,8.94,9.08,3.45,6.35
203,Davidianae,E. flavum,"Erlangshan, Sichuan",C. Zhang Zhang289,BNU,0,1,1,1,8.68,2.89,22.37,9.63,5.97,3.45,6.35
204,Davidianae,E. flavum,"Erlangshan, Sichuan",C. Zhang Zhang289,BNU,0,1,1,1,8.75,3.25,22.74,8.73,8.5,3.45,6.35
205,Davidianae,E. flavum,"Erlangshan, Sichuan",C. Zhang Zhang289,BNU,0,1,1,1,8.65,3.24,23.09,8.57,6.38,3.45,6.35
206,Davidianae,E. flavum,"Erlangshan, Sichuan",C. Zhang Zhang289,BNU,0,1,1,1,9.16,4.26,23.44,8.87,9.13,4.21,5.67
207,Davidianae,E. flavum,"Erlangshan, Sichuan",C. Zhang Zhang289,BNU,0,1,1,1,8.6,4.99,22.43,9.51,8.77,4.21,5.67
208,Davidianae,E. flavum,"Erlangshan, Sichuan",C. Zhang Zhang289,BNU,0,1,1,1,9.93,5.26,21.76,9.54,8.13,4.21,5.67
209,Davidianae,E. flavum,"Erlangshan, Sichuan",C. Zhang Zhang289,BNU,0,1,1,1,8.89,4.97,20.1,9.44,7.63,4.21,5.67
210,Davidianae,E. flavum,"Erlangshan, Sichuan",C. Zhang Zhang289,BNU,0,1,1,1,9.15,4.49,21.22,8.1,9.25,4.76,8.33
211,Davidianae,E. flavum,"Erlangshan, Sichuan",C. Zhang Zhang289,BNU,0,1,1,1,8.72,5.17,19.09,8.66,8.95,4.76,8.33
212,Davidianae,E. flavum,"Erlangshan, Sichuan",C. Zhang Zhang289,BNU,0,1,1,1,9.01,4.37,20.99,8.56,7.94,4.76,8.33
213,Davidianae,E. flavum,"Erlangshan, Sichuan",C. Zhang Zhang289,BNU,0,1,1,1,8.31,5.25,20.09,9.97,7.27,4.76,8.33
214,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,10.48,4.95,23.47,6.36,3.94,2.98,5.96
215,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,9.99,4.74,24.35,6.38,4.97,2.98,5.96
216,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,10.78,5.45,24.72,5.66,4.16,2.98,5.96
217,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,10.18,4.59,22.33,6.55,4.42,5.08,6.08
218,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,10.02,4.89,22.08,6.67,3.95,5.08,6.08
219,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,10.52,4.29,21.89,6.77,4.25,5.08,6.08
220,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,10.58,4.69,23.25,6.82,4.41,5.08,6.08
221,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,9.6,4.64,22.46,5.93,4.96,4.38,5.92
222,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,8.85,4.8,23.49,5.55,4.76,4.38,5.92
223,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,9.4,5.29,23.81,5.76,4.12,4.38,5.92
224,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,9.6,4.9,23.34,5.49,4.61,4.38,5.92
225,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,8.51,5.43,22.27,6.45,6.07,4.22,5.17
226,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,8.95,5.17,21.51,6.26,4.43,4.22,5.17
227,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,8.91,5.07,21.46,6.84,5.6,4.22,5.17
228,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,9.5,5.52,22.38,6.07,4.05,4.22,5.17
229,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,8.05,5.68,17.24,6.13,4.34,4.22,5.17
230,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,6.51,4.76,18.26,5.94,6.04,4.22,5.17
231,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,7.62,5.22,18,6.32,4.73,4.22,5.17
232,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,7.9,5.86,17.92,6.07,5.72,4.22,5.17
233,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,12.24,5.16,26.06,5.94,5.18,4.84,6.45
234,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,12.71,5.29,25.69,6.15,5.02,4.84,6.45
235,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,13.68,5.42,25.08,6.19,4.77,4.84,6.45
236,Dolichocerae,E. franchetii,"Shennongjia, Hubei",C. Zhang Zhang196,BNU,0,1,1,0,13.27,6.2,24.36,5.61,4.76,4.84,6.45
237,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,5.93,3.8,14.7,6.62,4.47,3.75,5.81
238,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,5.9,3.74,15.88,6.72,5.6,3.75,5.81
239,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,6.01,3.13,16.28,6.37,5.66,3.75,5.81
240,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,6.01,3.03,16.19,6.12,4.52,3.75,5.81
241,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,5.9,3.64,15.64,6.77,5.37,3.78,5.59
242,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,4.15,1.49,15.56,6.63,5.96,3.78,5.59
243,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,5.42,3.68,14.51,5.73,4.87,3.78,5.59
244,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,4.67,1.43,15.95,6.03,4.65,3.78,5.59
245,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,3.41,1.71,15.42,6.43,4.45,3.78,5.59
246,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,5.34,3.64,14.92,6.8,5.17,3.78,5.59
247,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,4.01,1.61,14.61,6.33,5.44,3.78,5.59
248,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,5.57,3.86,12.9,5.72,4.5,3.78,5.59
249,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,4.65,1.79,16.13,7.23,7.08,4.24,6.07
250,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,4.69,1.51,15.91,8.34,6.56,4.24,6.07
251,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,6.06,3.21,15.04,8.01,5.58,4.24,6.07
252,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,6.14,3.31,15.16,7.4,6.99,4.24,6.07
253,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,6.01,3.58,17.88,8.07,6.18,4.24,6.07
254,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,4.83,1.59,18.16,7.63,7.69,4.24,6.07
255,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,4.82,3.5,18.11,7.42,7.78,4.24,6.07
256,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,5.09,1.89,17.61,7.99,7,4.24,6.07
257,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,6.05,3.8,17.24,7.83,7.79,4.37,5.67
258,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,5.13,1.54,16.99,8.45,6.47,4.37,5.67
259,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,5,3.58,16.45,7.72,6.73,4.37,5.67
260,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang180,BNU,0,2,1,1,4.83,1.98,17.21,7.57,5.98,4.37,5.67
261,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,6.45,3.12,19.53,6.87,5.67,4.36,5.49
262,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,5.5,2.97,17.5,6.86,6.17,4.36,5.49
263,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,7.11,3.71,18.96,7.01,6.55,4.36,5.49
264,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,6.18,2.7,19.91,6.71,6.22,4.36,5.49
265,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,7.11,4.7,19.9,7.3,6.61,5.07,6.31
266,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,7,1.85,20.32,7.49,6.95,5.07,6.31
267,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,5.76,4.26,21.87,7.47,5.24,5.07,6.31
268,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,6.2,1.75,19.2,7.27,6.35,5.07,6.31
269,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,6.53,3.44,22.22,7.93,7.86,5.02,6.25
270,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,4.95,1.48,22.78,8.04,7.42,5.02,6.25
271,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,4.92,1.95,22.21,7.85,7.96,5.02,6.25
272,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,6.94,3.18,21.82,7.51,7.58,5.02,6.25
273,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,6,3.5,20.77,7.06,6.96,5.1,6.4
274,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,5,1.5,20.28,7.19,6.64,5.1,6.4
275,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,5,2,18.18,7.65,7.35,5.1,6.4
276,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,7,3.2,20.55,7.87,6.56,5.1,6.4
277,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,6.93,6.31,19.9,7.6,6.44,4.3,6.36
278,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,5.08,3.2,16.58,8.33,6.6,4.3,6.36
279,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,6.81,6.36,19.2,7.71,6.45,4.3,6.36
280,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,5.14,2.94,20.67,7.92,5.93,4.3,6.36
281,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,5.3,1.51,19.54,7.47,5.38,4.57,5.82
282,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,5.48,1.07,19.25,7.41,6.95,4.57,5.82
283,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,6.59,2.75,18.54,7.39,5.07,4.57,5.82
284,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,6.68,3.76,19.13,7.53,6.14,4.57,5.82
285,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,6.55,5.11,17.81,7.96,5.91,4.57,5.82
286,Davidianae,E. hunanense,"Hefeng, Hubei",C. Zhang Zhang181,BNU,0,2,1,1,6.88,5.13,18.53,7.99,6.78,4.57,5.82
287,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,7.39,2.76,25.95,4.9,3.99,4.36,6.36
288,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,8.37,2.8,27.23,5.36,4.29,4.36,6.36
289,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,7.72,2.89,26.65,5.09,4.4,4.36,6.36
290,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,7.56,3.21,26.75,5.57,4.87,4.36,6.36
291,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,9.31,3.76,28.17,4.83,4.62,5.39,7.34
292,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,8.94,3.77,27.52,5.07,4.38,5.39,7.34
293,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,9.12,3.67,26.35,5.26,4.39,5.39,7.34
294,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,8.84,3.67,27.85,4.94,3.95,5.39,7.34
295,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,8.99,3.8,28.85,5.91,4.01,4.27,6.96
296,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,8.56,3.22,29.19,5.61,4.28,4.27,6.96
297,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,9.41,3.13,27.3,5.64,4.41,4.27,6.96
298,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,9.36,3.49,29.25,6,5.15,4.27,6.96
299,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,7.18,2.92,28.42,3.99,2.83,5.59,5.94
300,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,7.63,3.11,30.22,3.91,2.68,5.59,5.94
301,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,7.38,2.98,28.46,4.05,2.76,5.59,5.94
302,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,7.2,2.89,28.08,4.26,3.11,5.59,5.94
303,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,7.6,2.95,28.91,5.57,4.2,4.97,6.3
304,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,7.56,3.19,26.93,5.53,3.49,4.97,6.3
305,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,8,3.41,28.35,5.66,3.87,4.97,6.3
306,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,7.63,3.04,27.14,6.05,4.17,4.97,6.3
307,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,7.16,3.74,24.7,6.08,3.74,3.96,5.52
308,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,7.51,2.99,25.79,5.6,4.26,3.96,5.52
309,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,7.1,3.07,25.2,5.21,3.97,3.96,5.52
310,Dolichocerae,E. ilicifolium,"Zhuxi, Hubei",C. Zhang Zhang200,BNU,0,1,1,0,7.48,3.22,24.95,5.16,3.84,3.96,5.52
311,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.94,3.04,19.44,4.9,3.6,3.38,4.25
312,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.93,3.14,19.8,4.97,3.9,3.38,4.25
313,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.96,2.87,18.76,5.5,4.46,3.81,3.97
314,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.23,2.54,17.62,5.62,4.27,3.81,3.97
315,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,5.84,3.63,18.56,5.58,4.66,3.81,3.97
316,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.22,3.02,18.22,5.77,4.18,3.81,3.97
317,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.23,3.04,18.75,4.79,3.68,3.34,3.34
318,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.21,3.17,19.39,5.06,4.36,3.34,3.34
319,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.34,2.82,18.24,4.32,2.94,3.34,3.34
320,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.22,3.56,19.18,4.52,3.13,3.34,3.34
321,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.29,2.77,23.81,5.08,3.81,4.53,4.53
322,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.18,3,23.26,4.72,3.99,4.53,4.53
323,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.48,4.16,23.46,5.23,3.46,4.72,4.72
324,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.19,3.86,23.15,5.08,3.39,4.72,4.72
325,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.98,2.72,20.04,5.41,4.32,3.15,4.41
326,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.78,2.71,19.74,4.84,3.54,3.15,4.41
327,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.49,2.92,20.62,5.02,4.03,3.15,4.41
328,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,7.54,3.1,19.83,5.06,3.69,3.15,4.41
329,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,7,3.48,20.86,5.82,4.37,3.96,4.54
330,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,7.33,3.88,19.87,5.3,4.54,3.96,4.54
331,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,7.12,3.47,20.91,5.14,3.56,3.96,4.54
332,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,7.28,2.82,22.89,4.76,3.92,4.3,6.43
333,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.62,2.82,23.11,4.77,3.49,4.3,6.43
334,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,7.2,3.15,23.04,4.66,3.46,4.3,6.43
335,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.83,3.15,22.89,4.97,4.02,4.3,6.43
336,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.94,2.67,22.13,4,3.56,4.13,5.07
337,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.52,2.61,21.52,4.28,3.44,4.13,5.07
338,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.55,2.45,21.41,4.67,3.3,4.13,5.07
339,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.55,2.44,21.7,4.24,4.41,4.13,5.07
340,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.98,2.94,22.26,5.18,3.55,4.13,5.07
341,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.69,2.85,22.35,5.17,3.4,4.13,5.07
342,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,7.25,2.75,23.34,5.22,2.98,4.13,5.07
343,Dolichocerae,E. jinchengshanense,"Nanchong, Sichuan",C. Zhang Zhang303,BNU,0,1,1,0,6.97,2.85,21.42,5.1,2.92,4.13,5.07
