measurement_id,taxon_source,taxon_normalized,taxonomic_status,locality_source,voucher_source,herbarium_source,display_organ,source_variable,source_state_code,visible_hue,source_doi,source_sheet,source_cell,source_xlsx_sha256
Z2023_S4_R134,E. davidii,Epimedium davidii,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Baoxing, Sichuan",C. Zhang Zhang282,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G134,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R134,E. davidii,Epimedium davidii,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Baoxing, Sichuan",C. Zhang Zhang282,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H134,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R135,E. davidii,Epimedium davidii,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Baoxing, Sichuan",C. Zhang Zhang282,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G135,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R135,E. davidii,Epimedium davidii,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Baoxing, Sichuan",C. Zhang Zhang282,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H135,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R136,E. davidii,Epimedium davidii,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Baoxing, Sichuan",C. Zhang Zhang282,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G136,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R136,E. davidii,Epimedium davidii,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Baoxing, Sichuan",C. Zhang Zhang282,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H136,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R137,E. dolichostemon,Epimedium dolichostemon,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yanhe, Guizhou",C. Zhang Zhang219,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G137,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R137,E. dolichostemon,Epimedium dolichostemon,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yanhe, Guizhou",C. Zhang Zhang219,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H137,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R138,E. dolichostemon,Epimedium dolichostemon,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yanhe, Guizhou",C. Zhang Zhang219,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G138,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R138,E. dolichostemon,Epimedium dolichostemon,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yanhe, Guizhou",C. Zhang Zhang219,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H138,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R139,E. dolichostemon,Epimedium dolichostemon,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yanhe, Guizhou",C. Zhang Zhang219,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G139,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R139,E. dolichostemon,Epimedium dolichostemon,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yanhe, Guizhou",C. Zhang Zhang219,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H139,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R140,E. dolichostemon,Epimedium dolichostemon,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yanhe, Guizhou",C. Zhang Zhang219,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G140,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R140,E. dolichostemon,Epimedium dolichostemon,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yanhe, Guizhou",C. Zhang Zhang219,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H140,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R141,E. dolichostemon,Epimedium dolichostemon,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yanhe, Guizhou",C. Zhang Zhang219,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G141,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R141,E. dolichostemon,Epimedium dolichostemon,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yanhe, Guizhou",C. Zhang Zhang219,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H141,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R142,E. dolichostemon,Epimedium dolichostemon,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yanhe, Guizhou",C. Zhang Zhang219,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G142,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R142,E. dolichostemon,Epimedium dolichostemon,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yanhe, Guizhou",C. Zhang Zhang219,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H142,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R143,E. dolichostemon,Epimedium dolichostemon,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yanhe, Guizhou",C. Zhang Zhang219,BNU,INNER_SEPAL,SepalC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G143,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R143,E. dolichostemon,Epimedium dolichostemon,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Yanhe, Guizhou",C. Zhang Zhang219,BNU,PETAL_SPUR,SpurC,3,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H143,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R144,E. ecalcaratum,Epimedium ecalcaratum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Baoxing, Sichuan",C. Zhang Zhang280,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G144,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R144,E. ecalcaratum,Epimedium ecalcaratum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Baoxing, Sichuan",C. Zhang Zhang280,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H144,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R145,E. ecalcaratum,Epimedium ecalcaratum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Baoxing, Sichuan",C. Zhang Zhang280,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G145,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R145,E. ecalcaratum,Epimedium ecalcaratum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Baoxing, Sichuan",C. Zhang Zhang280,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H145,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R146,E. ecalcaratum,Epimedium ecalcaratum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Baoxing, Sichuan",C. Zhang Zhang280,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G146,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R146,E. ecalcaratum,Epimedium ecalcaratum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Baoxing, Sichuan",C. Zhang Zhang280,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H146,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R147,E. ecalcaratum,Epimedium ecalcaratum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Baoxing, Sichuan",C. Zhang Zhang280,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G147,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R147,E. ecalcaratum,Epimedium ecalcaratum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Baoxing, Sichuan",C. Zhang Zhang280,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H147,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R148,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G148,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R148,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,PETAL_SPUR,SpurC,4,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H148,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R149,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G149,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R149,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,PETAL_SPUR,SpurC,4,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H149,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R150,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G150,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R150,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,PETAL_SPUR,SpurC,4,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H150,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R151,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G151,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R151,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,PETAL_SPUR,SpurC,4,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H151,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R152,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G152,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R152,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,PETAL_SPUR,SpurC,4,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H152,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R153,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G153,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R153,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,PETAL_SPUR,SpurC,4,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H153,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R154,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G154,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R154,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,PETAL_SPUR,SpurC,4,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H154,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R155,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G155,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R155,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,PETAL_SPUR,SpurC,4,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H155,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R156,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G156,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R156,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,PETAL_SPUR,SpurC,4,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H156,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R157,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G157,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R157,E. elachyphyllum,Epimedium elachyphyllum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Songtao, Guizhou",C. Zhang Zhang218,BNU,PETAL_SPUR,SpurC,4,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H157,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R158,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G158,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R158,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H158,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R159,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G159,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R159,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H159,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R160,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G160,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R160,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H160,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R161,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G161,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R161,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H161,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R162,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G162,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R162,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H162,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R163,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G163,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R163,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H163,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R164,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G164,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R164,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H164,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R165,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G165,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R165,E. elongatum,Epimedium elongatum,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Kangding, Sichuan",C. Zhang 287,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H165,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R166,E. fangii,Epimedium fangii,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G166,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R166,E. fangii,Epimedium fangii,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H166,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R167,E. fangii,Epimedium fangii,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G167,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R167,E. fangii,Epimedium fangii,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H167,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R168,E. fangii,Epimedium fangii,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G168,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R168,E. fangii,Epimedium fangii,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H168,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R169,E. fangii,Epimedium fangii,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,INNER_SEPAL,SepalC,2,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,G169,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
Z2023_S4_R169,E. fangii,Epimedium fangii,SOURCE_NAME_NOT_ACCEPTED_TAXON_AUDIT,"Emeishan, Sichuan",C. Zhang Zhang234,BNU,PETAL_SPUR,SpurC,1,UNRESOLVED_CODEBOOK,10.3389/fpls.2023.1234148,Table S4,H169,057a0aaa603cfa4d9683a2eac75e747cb14bd1294e541feb82483fe6bc160e45
